--contingency generator 
 conID,genID,busID,unitID,q(MW) 
1,l_1,1,'1 ',-4.060164246478861 
1,l_2,2,'1 ',5.1605294853623604 
1,l_3,3,'1 ',21.74384809259943 
1,l_4,6,'1 ',1.9433436437380949 
1,l_5,8,'1 ',19.237275766840405 
--end of contingency generator 
 --bus 
 contingency id,bus id,v(pu),theta(deg) 
0,1,1.0471392781678555,59.99666120139362 
0,2,1.0432654114359454,59.77470498725904 
0,3,1.017199314604811,58.28122765045571 
0,4,1.0322353690756363,59.14273011216281 
0,5,1.0358916811631624,59.35222136336073 
0,6,1.087463004779902,62.30704055050326 
0,7,1.0696280606069324,61.285173521540656 
0,8,1.0999999837559147,63.025356533673026 
0,9,1.058132944694832,60.62655189476362 
0,10,1.0543603656517293,60.41039903771434 
0,11,1.0653518051197786,61.04016213000708 
0,12,1.0732261493783137,61.491328822454214 
0,13,1.066089828505108,61.08244775516841 
0,14,1.0445886393972559,59.85052036477583 
1,1,1.0471392623300022,59.99666029395148 
1,2,1.0432653854335057,59.77470349742899 
1,3,1.0171993148062988,58.28122766200011 
1,4,1.032038446182566,59.13144726150038 
1,5,1.0358039515013595,59.34719482400131 
1,6,1.0874629663402806,62.30703834807518 
1,7,1.069194264806116,61.260318852983374 
1,8,1.1,63.02535746439056 
1,9,1.057311006720386,60.579458317806335 
1,10,1.0536025296286262,60.366978232027556 
1,11,1.06487863266706,61.013051345484456 
1,12,1.0441536976845511,59.825600040303655 
1,13,1.059451233810626,60.70208429727665 
1,14,1.0413368986896245,59.66420934615767 
--end of bus 
 --Delta 
 contingency id,Delta(MW) 
1,0.00203752390315974 
--end of Delta 
 --line flow 
 contingency id,line id,origin bus id,destination bus id,circuit id,p_origin(MW),q_origin(MVar),p_destination(MW),q_destination(MVar) 
0,'BL',13,14,i_13_14_'BL',18.213999439286734,-1.7892319046424707,-17.710252830349898,2.8148792154842854 
0,'BL',4,7,i_4_7_'BL',3.319650370346762,-7.142922727170764,-3.3196503703467974,7.259388298920618 
0,'BL',4,9,i_4_9_'BL',1.9631318493841894,1.3742513631144533,-1.9631318493842163,-1.3461062541286848 
0,'BL',5,6,i_5_6_'BL',-35.05378317524765,11.871220022864554,35.05378317524753,-9.076993818753573 
1,'BL',1,2,i_1_2_'BL',21.538549547604667,-2.9677334376508875,-21.45655541471046,-2.550071084128108 
1,'BL',1,5,i_1_5_'BL',16.436597749474515,-1.0924308088279733,-16.302206446168995,-3.68949207698849 
1,'BL',2,3,i_2_3_'BL',49.20306123988623,1.845290328315724,-48.150138645900604,-2.0588847914838624 
1,'BL',2,4,i_2_4_'BL',27.080454555506943,-3.507119186424824,-26.6874516078728,1.0386263391256474 
1,'BL',2,5,i_2_5_'BL',13.33524604481603,-1.632430600289221,-13.242165390449218,-1.8224111292207004 
1,'BL',3,4,i_3_4_'BL',-26.609615510164442,1.5532961144026416,27.071363375589,-1.7186450319567064 
1,'BL',4,5,i_4_5_'BL',-57.64348056469275,9.772776262225719,58.07192735543282,-8.421323501321993 
1,'BL',6,11,i_6_11_'BL',28.97779546402392,-0.7503797088093919,-28.30291785796055,2.163657828898476 
1,'BL',6,12,i_6_12_'BL',7.776490033082283e-15,3.9445830868249645e-13,4.022068942767767e-14,3.609709913109633e-13 
1,'BL',6,13,i_6_13_'BL',34.8900132645492,6.235818361503212,-34.187330741493994,-4.85201711768704 
1,'BL',7,8,i_7_8_'BL',-0.32594024219732187,-18.69837467293808,0.32594024219733114,19.23727576684037 
1,'BL',7,9,i_7_9_'BL',4.116613310346911,11.557660601427953,-4.116613310346907,-11.412806594477987 
1,'BL',9,10,i_9_10_'BL',-15.096719644983722,10.460832207054706,15.192709634571028,-10.205844652193546 
1,'BL',9,14,i_9_14_'BL',-3.236890145682345,7.827073443735838,3.318461717776553,-7.653559781058748 
1,'BL',10,11,i_10_11_'BL',-24.01436618555028,4.6521181384162595,24.456615528793733,-3.616861205365455 
1,'BL',12,13,i_12_13_'BL',-5.643415630748616,-1.7413308476667506,5.714094125991939,1.8052780576495027 
1,'BL',13,14,i_13_14_'BL',16.807563338091317,-2.23456363208966,-16.3697638430862,3.125940103462488 
1,'BL',4,7,i_4_7_'BL',3.790673068149618,-7.021153570453791,-3.7906730681495984,7.140714071509977 
1,'BL',4,9,i_4_9_'BL',2.2335826431740156,1.495283938684933,-2.2335826431740013,-1.4598601569169591 
1,'BL',5,6,i_5_6_'BL',-35.65268461681279,11.8732105572055,35.65268461681283,-8.992012090583973 
--end of line flow 
